sample,n_units,h_z_corr,theta_y_scale_multiplier,config,T0,T1,branch,estimator,n,mean_bias_component_total,mean_abs_bias_component_total,rmse_bias_component_total,mean_bias_component_gfe,mean_abs_bias_component_gfe,rmse_bias_component_gfe,mean_bias_component_shock,mean_abs_bias_component_shock,rmse_bias_component_shock,mean_bias_component_eps,mean_abs_bias_component_eps,rmse_bias_component_eps
restricted,49,0.5,1.5,finite_length,5,10,Basic,TSLS,1000,0.0011162125130108988,0.01706921256201737,0.02361862971046641,0.0,0.0,0.0,0.0,0.0,0.0,0.0011162125130108986,0.017069212562017367,0.02361862971046641
restricted,49,0.5,1.5,finite_length,5,10,GFE,SIV,1000,-1.3798899868923714e-05,0.04961722585604871,0.09046302932158308,-0.0010245383554355464,0.044779611882732155,0.08055337138651004,0.0,0.0,0.0,0.0010107394555666244,0.018459153322686227,0.027023358334355957
restricted,49,0.5,1.5,finite_length,5,10,GFE,TSLS,1000,0.019795946262067324,0.3729980424998015,0.566445633006962,0.018607778105260566,0.3727068921197002,0.564489708447905,0.0,0.0,0.0,0.001188168156806767,0.01726686004941589,0.024414140259799835
restricted,49,0.5,1.5,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.0693573653408645,0.1384424930732469,0.21304714468526412,-0.006035564096738908,0.08726238604775675,0.14405013809193606,0.07423174162330332,0.09699690846076547,0.16057508768874088,0.0011611878143000735,0.019126561547576335,0.028441405074598306
restricted,49,0.5,1.5,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.26388890563907247,0.694084662059451,4.54117770727501,-0.45216069805264303,0.9214879681613428,15.107508869664171,0.6161089952372203,0.6915840638487444,9.969714684936598,0.09994060845449489,0.12168759648986587,3.0325801324593935
restricted,49,0.5,3.0,finite_length,5,10,Aggregate Shock,SIV,1000,0.01242829118796245,0.04212256971925423,0.06622186138077173,0.0,0.0,0.0,0.011094584901199188,0.034493222539253396,0.062253269828803755,0.0013337062867632636,0.019428866165944258,0.030580518974355132
restricted,49,0.5,3.0,finite_length,5,10,Aggregate Shock,TSLS,1000,0.35659934507249336,0.73938737920721,2.7031917659480076,0.0,0.0,0.0,0.3631203007158058,0.7321609872359119,2.57454730622601,-0.006520955643312487,0.02583188053895908,0.15420987969196562
restricted,49,0.5,3.0,finite_length,5,10,Basic,SIV,1000,0.0010161214716780723,0.01820379258067261,0.026032084351492485,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161214716780723,0.01820379258067261,0.026032084351492485
restricted,49,0.5,3.0,finite_length,5,10,Basic,TSLS,1000,0.0011162125130108988,0.01706921256201737,0.02361862971046641,0.0,0.0,0.0,0.0,0.0,0.0,0.0011162125130108986,0.017069212562017367,0.02361862971046641
restricted,49,0.5,3.0,finite_length,5,10,GFE,SIV,1000,-1.3798899868923714e-05,0.04961722585604871,0.09046302932158308,-0.0010245383554355464,0.044779611882732155,0.08055337138651004,0.0,0.0,0.0,0.0010107394555666244,0.018459153322686227,0.027023358334355957
